Customer ID,Churn Category
4423-YLHDV,0
2619-WFQWU,0
7021-XSNYE,5
7912-SYRQT,1
2239-CGBUZ,0
8566-YPRGL,0
3776-EKTKM,0
9978-HYCIN,0
6910-HADCM,0
4808-YNLEU,1
6804-GDMOI,0
5921-NGYRH,5
9711-FJTBX,0
5850-BDWCY,0
6668-CNMFP,0
6128-AQBMT,3
0174-QRVVY,5
2774-LVQUS,0
3195-TQDZX,0
7503-EPSZW,0
8158-WPEZG,0
8645-KOMJQ,0
3523-QRQLL,0
8819-WFGGJ,0
7153-OANIO,0
9173-IVZVP,0
7771-CFQRQ,3
7956-XQWGU,0
8316-BBQAY,0
8580-QVLOC,0
4065-JJAVA,0
0203-HHYIJ,0
4210-QFJMF,0
7643-RCHXS,0
2612-RANWT,0
3450-WXOAT,0
7614-QVWQL,4
9058-CBREO,0
8779-YIQQA,0
9959-WOFKT,0
8066-POXGX,0
9752-ZNQUT,1
4877-EVATK,0
5204-HMGYF,0
2474-LCNUE,0
0168-XZKBB,0
8637-XJIVR,1
3714-XPXBW,0
2257-BOVXD,4
8393-DLHGA,0
9702-AIUJO,0
7508-MYBOG,2
4074-SJFFA,0
8706-HRADD,0
0887-WBJVH,0
9555-SAHUZ,0
9465-RWMXL,0
2546-KZAAT,0
5448-VWNAM,0
4936-YPJNK,0
9348-YVOMK,0
9888-ZCUMM,0
8148-NLEGT,0
5600-KTXFM,0
2988-QRAJY,0
4061-UKJWL,1
8718-PTMEZ,0
6298-QDFNH,0
6116-RFVHN,0
7157-SMCFK,0
3519-ZKXGG,0
8232-CTLKO,0
4124-MMETB,5
7580-UGXNC,0
5813-UECBU,0
2141-RRYGO,0
1360-RCYRT,0
1302-UHBDD,0
1169-SAOCL,0
7495-OOKFY,0
5839-SUYVZ,4
6188-UXBBR,1
2200-DSAAL,0
4678-DVQEO,0
6005-OBZPH,0
9795-SHUHB,0
9356-AXGMP,0
1245-HARPS,2
0078-XZMHT,0
8853-TZDGH,0
9620-QJREV,0
3113-IWHLC,2
3324-OIRTO,0
3570-YUEKJ,0
7581-EBBOU,0
7750-EYXWZ,3
5360-LJCNJ,0
7517-LDMPS,0
2592-SEIFQ,1
3794-NFNCH,0
8920-NAVAY,0
4674-HGNUA,0
2674-MLXMN,4
8561-NMTBD,0
6960-HVYXR,0
0864-FVJNJ,0
8395-ETZKQ,0
1544-JJMYL,3
6317-YPKDH,3
8305-VHZBZ,0
8205-VSLRB,1
0019-EFAEP,0
2821-WARNZ,0
2694-CIUMO,0
9931-KGHOA,0
0011-IGKFF,0
0617-AQNWT,0
0859-YGKFW,0
4826-DXMUP,0
1431-AIDJQ,0
3197-NNYNB,1
2990-HWIML,0
1751-NCDLI,0
7112-OPOTK,0
4009-ALQFH,1
1089-XZWHH,0
4320-QMLLA,0
6349-JDHQP,1
2737-YNGYW,0
1907-UBQFC,0
6923-EFPNL,0
4526-ZJJTM,0
0093-EXYQL,0
0337-CNPZE,1
8382-SHQEH,0
3482-ABPKK,2
1406-PUQVY,0
6303-KFWSL,0
8947-YRTDV,5
9000-PLFUZ,0
9617-UDPEU,0
5656-JAMLX,5
6345-ULYRW,2
3400-ESFUW,0
4923-ADWXJ,1
6650-VJONK,3
7504-UWHNB,0
9848-JQJTX,0
0575-CUQOV,0
2560-QTSBS,0
1187-WILMM,0
9853-JFZDU,0
4013-TLDHQ,0
5651-WYIPH,0
6302-JGYRJ,0
8634-CILSZ,0
1644-IRKSF,1
9651-GTSAQ,0
9878-TNQGW,0
7609-NRNCA,0
7969-FFOWG,3
7632-MNYOY,1
2079-FBMZK,0
1465-VINDH,0
2220-IAHLS,0
1591-NFNLQ,0
6650-BWFRT,0
5995-SNNEW,0
1352-HNSAW,0
8010-EZLOU,0
4531-AUZNK,0
6211-WWLTF,3
9867-XOBQA,4
0107-YHINA,0
7971-HLVXI,0
3565-UNOCC,2
8818-XYFCQ,2
0557-ASKVU,0
9259-PACGQ,5
5229-DTFYB,2
2186-QZEYA,0
8092-NLTGF,0
4248-QPAVC,0
5965-GGPRW,0
3454-JFUBC,0
8182-PNAGI,0
2181-TIDSV,0
4819-HJPIW,0
0420-TXVSG,1
8120-JDCAM,0
2027-FECZV,0
0831-JNISG,5
5879-SESNB,0
7825-GKXMW,1
0345-XMMUG,0
8631-NBHFZ,0
2740-JFBOK,0
2931-SVLTV,0
3999-QGRJH,0
4741-WWJQZ,1
0704-VCUMB,0
6077-BDPXA,3
8631-WUXGY,4
2436-QBZFP,0
7138-GIRSH,0
1231-YNDEK,2
4959-JOSRX,0
8800-ZKRFW,0
4455-BFSPD,0
3422-GALYP,0
5084-OOVCJ,1
8028-PNXHQ,0
7601-DHFWZ,0
8229-TNIQA,0
6993-YGFJV,2
4835-YSJMR,0
4513-CXYIX,0
5494-HECPR,0
1689-YQBYY,0
1862-SKORY,1
9889-TMAHG,0
5668-MEISB,1
8651-ENBZX,4
4854-SSLTN,0
2862-JVEOY,0
8593-WHYHV,5
9330-IJWIO,0
4853-OITSN,0
4603-JANFB,0
8648-PFRMP,5
4335-BSMJS,0
2522-AHJXR,0
5649-ANRML,0
3892-NXAZG,1
1156-ZFYDO,0
8938-UMKPI,0
0897-FEGMU,0
7244-QWYHG,0
6185-TASNN,0
3913-RDSJZ,0
0301-FIDRB,0
4366-CTOUZ,0
0481-SUMCB,0
7921-BEPCI,2
3307-TLCUD,3
3523-BRGUW,3
1680-VDCWW,5
0988-JRWWP,0
6583-QGCSI,1
3144-KMTWZ,0
2577-GVSIL,0
9821-BESNZ,0
7361-YPXFS,0
0378-XSZPU,0
1518-OMDIK,0
8100-HZZLJ,0
7113-HIPFI,0
7242-EDTYC,0
0366-NQSHS,1
0428-IKYCP,0
3518-FSTWG,0
6139-ZZRBQ,0
1725-MIMXW,3
8229-MYEJZ,0
2192-OZITF,0
5135-GRQJV,0
7266-GSSJX,1
5348-CAGXB,0
5562-BETPV,0
0567-GGCAC,2
4067-HLYQI,0
6682-QJDGB,1
9928-BZVLZ,0
3227-WLKLI,0
6568-POCUI,0
6032-KRXXO,0
0464-WJTKO,1
4795-WRNVT,0
9614-RMGHA,3
3174-AKMAS,4
1508-DFXCU,1
3082-WQRVY,0
8910-ICHIU,0
0723-FDLAY,1
6776-TLWOI,0
1552-AAGRX,0
5046-NUHWD,0
0723-VSOBE,1
7634-HLQJR,0
6229-UOLQL,1
8050-WYBND,0
3211-ILJTT,4
2674-MIAHT,1
1307-TVUFB,5
2722-VOJQL,1
8970-ANWXO,0
3566-CAAYU,0
3571-RFHAR,1
0702-PGIBZ,0
2408-TZMJL,1
5339-PXDVH,0
0980-PVMRC,0
8203-XJZRC,0
2896-TBNBE,0
5312-UXESG,0
1403-GYAFU,0
3181-MIZBN,4
8393-JMVMB,0
5313-FPXWG,0
3750-CKVKH,0
9668-PUGNU,0
7318-EIVKO,1
1776-SPBWV,0
6461-SZMCV,0
2885-HIJDH,0
6048-UWKAL,0
9540-JYROE,1
8429-XIBUM,0
1209-VFFOC,0
2362-IBOOY,0
6038-GCYEC,0
1088-AUUZZ,1
7639-SUPCW,0
2167-FQSTQ,0
8268-YDIXR,0
6029-CSMJE,0
6901-GOGZG,1
1952-DVVSW,2
9124-LHCJQ,0
5186-PEIZU,1
7665-NKLAV,0
4902-OHLSK,0
1206-EHBDD,0
2753-JMMCV,0
4277-PVRAN,0
1724-IQWNM,0
4990-ALDGW,0
6505-OZNPG,0
2626-URJFX,0
0750-EKNGL,0
6034-ZRYCV,0
8807-ARQET,1
6992-TKNYO,0
7234-KMNRQ,0
6557-BZXLQ,3
3259-FDWOY,0
5306-BVTKJ,0
5577-OTWWW,0
0581-BXBUB,0
1265-ZFOSD,0
0237-YFUTL,0
6096-EGVTU,0
5915-DGNVC,0
9261-WDCAF,0
3274-NSDWE,0
5889-JTMUL,1
1229-RCALF,2
9189-JWSHV,0
6340-DACFT,0
8784-CGILN,0
3657-COGMW,0
0696-UKTOX,0
9710-NJERN,1
2236-HILPA,0
9402-CXWPL,0
3985-HOYPM,0
4255-DDUOU,1
6710-HSJRD,0
9788-HNGUT,0
2480-JZOSN,0
4609-KNNWG,0
2232-DMLXU,0
8532-UEFWH,0
3705-RHRFR,0
4452-ROHMO,1
5127-BZENZ,0
8559-CIZFV,0
4919-MOAVT,0
0839-JTCUD,0
6855-VLGOS,0
9603-OAIHC,3
4291-SHSBH,0
0541-FITGH,0
2683-BPJSO,0
0621-CXBKL,5
8266-VBFQL,0
3312-ZWLGF,0
7325-ENZFI,0
2692-AQCPF,2
4807-IZYOZ,0
6142-VSJQO,3
5119-KEPFY,0
5453-AXEPF,0
7321-VGNKU,0
6661-HBGWL,0
1965-DDBWU,0
4860-IJUDE,0
7341-LXCAF,0
0750-EBAIU,2
8221-HVAYI,3
9469-WEJBT,0
2692-PFYTJ,0
2819-GWENI,0
5188-HGMLP,0
9574-BOSMD,0
3363-EWLGO,1
0277-ORXQS,0
6576-FBXOJ,0
5076-YVXCM,3
5373-SFODM,0
0970-ETWGE,2
9418-RUKPH,0
4578-PHJYZ,3
7028-DVOIQ,0
9786-YWNHU,3
0983-TATYJ,1
3768-NLUBH,3
7841-FCRQD,0
5730-DBDSI,0
8065-QBYTO,0
4198-VFOEA,0
2391-IPLOP,0
1809-DMJHQ,0
0141-YEAYS,0
1716-LSAMB,0
6732-VAILE,0
3319-DWOEP,0
4193-IBKSW,4
9835-ZIITK,0
3961-SXAXY,0
0181-RITDD,0
3512-IZIKN,0
7421-ZLUPA,0
0699-NDKJM,0
6248-BSHKG,0
3694-GLTJM,0
1023-BQXZE,5
5286-YHCVC,1
4430-UZIPO,2
2739-CACDQ,0
1104-TNLZA,0
9107-UKCKY,0
0328-GRPMV,0
2057-BOYKM,0
6979-TNDEU,1
0749-IRGQE,3
0089-IIQKO,0
0187-QSXOE,0
8242-JSVBO,0
3886-CERTZ,0
5047-LHVLY,0
3084-DOWLE,1
2851-STERV,1
6275-YDUVO,1
8740-XLHDR,0
7579-KKLOE,3
3733-ZEECP,2
5322-TEUJK,0
6060-DRTNL,0
4192-GORJT,1
3462-BJQQA,0
9323-HGFWY,0
7916-VCCPB,1
1548-FEHVL,0
2072-ZVJJX,2
3466-WAESX,0
2400-FEQME,0
5795-KTGUD,1
3466-BYAVD,0
0139-IVFJG,0
8084-OIVBS,0
5606-AMZBO,0
7016-BPGEU,0
4289-DTDKW,0
9374-YOLBJ,0
7203-OYKCT,1
4291-TPNFG,1
7878-RTCZG,2
6656-GULJQ,0
3721-CNEYS,0
5312-IRCFR,0
3269-ATYWD,3
9692-TUSXH,0
8782-NUUOL,3
4817-VYYWS,0
9685-WKZGT,0
1213-NGCUN,0
4892-VLANZ,0
7551-JOHTI,0
0847-HGRML,0
5605-IYGFG,0
1852-QSWCD,0
0258-NOKBL,0
1136-XGEQU,0
3224-DFQNQ,0
5445-GLVOT,0
3458-IDMFK,5
8735-SDUFN,0
8687-BAFGU,0
3926-CUQZX,1
7250-EQKIY,1
1320-HTRDR,0
8823-RLPWL,0
2018-QKYGT,0
5846-QFDFI,0
4800-CZMPC,0
0795-LAFGP,0
7548-SEPYI,0
6838-HVLXG,0
5207-PLSTK,0
9068-VPWQQ,0
7722-VJRQD,2
3977-QCRSL,4
2273-QCKXA,0
2194-IIQOF,5
3884-UEBXB,0
4160-AMJTL,0
5748-RNCJT,0
0722-SVSFK,3
8705-WZCYL,0
6877-LGWXO,0
6507-ZJSUR,0
3338-CVVEH,0
3230-WYKIR,0
0402-OAMEN,0
3331-HQDTW,0
4929-XIHVW,0
4658-HCOHW,0
5498-TXHLF,0
5884-FBCTL,2
8023-QHAIO,0
1866-NXPSP,1
6635-CPNUN,1
2606-PKWJB,0
5449-FIBXJ,0
4231-LZUYM,0
5445-UTODQ,0
5149-TGWDZ,1
4023-RTIQM,0
4598-ZADCK,1
1678-FYZOW,0
2754-XBHTB,0
0902-XKXPN,0
4957-TIALW,2
5756-OZRIO,3
7813-TKCVO,4
7114-AEOZE,0
2208-MPXIO,0
4238-HFHSN,0
1452-VOQCH,0
9397-TZSHA,0
0480-KYJVA,5
1226-IENZN,0
5842-POCOP,0
3804-RVTGV,0
6265-FRMTQ,0
6904-JLBGY,0
1016-DJTSV,4
4840-ORQXB,0
7721-JXEAW,1
9408-HRXRK,0
2430-USGXP,1
6655-LHBYW,5
0621-HJWXJ,0
4316-XCSLJ,1
5537-UXXVS,0
7310-EGVHZ,2
1093-YSWCA,2
7459-IMVYU,0
4432-ADRLB,0
3055-MJDSB,4
8780-IHCRN,0
3374-LXDEV,0
5593-SUAOO,0
0178-CIIKR,0
6968-MHOMU,1
6900-PXRMS,0
2928-HLDBA,0
2845-HSJCY,0
7880-XSOJX,0
7586-ZATGZ,0
3941-XTSKM,0
7173-TETGO,0
2172-EJXVF,0
3765-JXVKY,0
1904-WAJAA,2
0670-KDOMA,0
0754-UKWQP,0
3170-NMYVV,1
1009-IRMNA,0
8060-HIWJJ,0
0786-IVLAW,1
6308-CQRBU,1
3916-NRPAP,0
5630-IXDXV,0
9239-GZHZE,0
7905-TVXTA,0
9143-CANJF,4
7167-PCEYD,0
7442-YGZFK,4
8414-OOEEL,0
9581-GVBXT,0
0963-ZBDRN,0
6718-BDGHG,1
9708-KFDBY,0
1746-TGTWV,1
3407-QGWLG,0
1060-ENTOF,1
8896-RAZCR,0
3340-QBBFM,0
4250-FDVOU,0
6867-ACCZI,0
7541-YLXCL,3
2026-TGDHM,0
5808-TOTXO,2
3746-EUBYR,0
2164-SOQXL,5
4534-WGCIR,0
5281-BUZGT,1
5736-YEJAX,0
1568-LJSZU,5
9402-ORRAH,1
9079-LWTFD,1
5970-GHJAW,0
2927-QRRQV,0
0017-IUDMW,0
9138-EFSMO,0
3798-EPWRR,0
2439-QKJUL,2
6603-QWSPR,0
6023-GSSXW,0
2233-FAGXV,0
8746-BFOAJ,0
2636-ALXXZ,0
3452-ABWRL,2
6928-ONTRW,1
0835-DUUIQ,0
6582-OIVSP,2
5734-EJKXG,0
5616-PRTNT,0
3943-KDREE,0
1928-BXYIV,0
7503-ZGUZJ,0
9674-EHPPG,0
4918-QLLIW,0
0952-KMEEH,4
4003-FUSHP,5
6152-ONASV,0
7209-JCUDS,0
6704-UTUKK,0
5622-UEJFI,1
8565-WUXZU,0
5339-TJFEK,0
3191-CSNMG,0
4713-ZBURT,0
6873-UDNLD,4
5269-NRGDP,0
2225-ZRGSG,0
2812-REYAT,0
5171-EPLKN,0
3521-SYVOR,0
5115-SQAAU,0
4360-QRAVE,0
3278-FSIXX,0
1752-OZXFY,2
3178-CIFOT,1
6652-YFFJO,2
4226-KKDON,1
5055-BRMNE,3
4097-YODCF,0
2842-JTCCU,1
9360-OMDZZ,1
2908-ZTPNF,0
0902-RFHOF,1
9824-QCJPK,3
8756-RDDLT,0
8999-EXMNO,2
6885-PKOAM,0
4855-SNKMY,0
2259-OUUSZ,0
8100-PNJMH,0
5322-ZSMZY,0
2321-OMBXY,5
2969-QWUBZ,0
8608-OZTLB,1
4881-JVQOD,0
3070-BDOQC,5
1506-YJTYT,0
2004-OCQXK,0
1970-KKFWL,1
8780-IXSTS,3
6432-TWQLB,2
2632-IVXVF,0
4872-VXRIL,0
9026-RNUJS,5
7322-OCWHC,0
2379-ENZGV,0
2782-JEEBU,0
2371-KFUOG,0
8095-WANWK,0
8224-UAXBZ,0
3298-QEICA,0
1945-XISKS,0
4859-ZSRDZ,0
5392-AKEMH,0
9300-AGZNL,0
5514-YQENT,3
1471-GIQKQ,0
3249-ZPQRG,0
0959-WHOKV,1
8400-WZICQ,0
7295-JOMMD,0
0722-TROQR,0
3623-FQBOX,0
7945-PRBVF,4
2123-VSCOT,0
3639-XJHKQ,0
5103-MHMHY,0
6257-RJOHI,0
2070-FNEXE,0
1329-VHWNP,0
0916-QOFDP,0
7833-PKIHD,1
3967-VQOGC,0
5871-DGTXZ,0
7908-QCBCA,1
3694-DELSO,0
6797-LNAQX,0
7929-SKFGK,0
7339-POGZN,0
7061-OVMIM,0
8883-GRDWQ,1
3162-ZJZFU,3
9804-ICWBG,0
9381-NDKME,0
3755-JBMNH,0
2293-IJWPS,1
4274-OWWYO,0
8791-GFXLZ,0
0533-BNWKF,0
3645-DEYGF,3
9800-OUIGR,0
0565-JUPYD,0
2696-ECXKC,3
1196-AMORA,0
8292-FRFZQ,0
7379-FNIUJ,0
8617-ENBDS,0
3572-UOLYZ,0
9103-TCIHJ,5
5914-XRFQB,2
9600-NAXZN,0
9399-APLBT,0
5543-QDCRY,0
9617-INGJY,1
7903-CMPEY,0
3442-ZHHCC,0
2037-XJFUP,0
3640-JQGJG,0
3500-NSDOA,1
7245-JMTTQ,0
7691-KGKGP,4
3027-ZTDHO,3
4475-NVTLU,0
2165-VOEGB,2
4760-THGOT,0
8317-BVKSO,1
2430-RRYUW,0
5110-CHOPY,0
3756-VNWDH,1
0731-EBJQB,0
1159-WFSGR,2
8029-XYPWT,0
2323-ARSVR,0
9885-CSMWE,0
7609-YBPXG,1
9108-EQPNQ,0
0259-GBZSH,5
8204-TIFGJ,0
1530-ZTDOZ,0
0780-XNZFN,0
3727-JEZTU,3
3748-FVMZZ,5
8374-XGEJJ,0
7878-JGDKK,0
9933-QRGTX,5
2372-HWUHI,0
3955-JBZZM,0
3158-MOERK,0
4760-XOHVN,1
4636-JGAAI,1
9475-NNDGC,4
2450-ZKEED,0
4646-QZXTF,0
5774-XZTQC,0
5419-KLXBN,2
2302-ANTDP,0
1062-LHZOD,0
2126-GSEGL,0
2535-PBCGC,0
1265-XTECC,0
2955-PSXOE,0
8454-AATJP,0
6559-RAKOZ,0
3727-OVPRY,0
3132-TVFDZ,0
9114-DPSIA,0
8086-OVPWV,0
3498-LZGQZ,0
1453-RZFON,0
3887-PBQAO,0
3509-GWQGF,0
9866-QEVEE,0
1173-XZPYF,0
0135-NMXAP,0
2667-WYLWJ,0
5930-GBIWP,0
0100-DUVFC,0
7129-AZJDE,0
9593-CVZKR,0
6366-XIVKZ,0
0979-MOZQI,2
6365-HITVU,4
5982-XMDEX,0
4785-NKHCX,0
1064-FBXNK,0
4187-CINZD,0
4079-VTGLK,0
6579-JPICP,4
7243-LCGGZ,0
9631-RXVJM,0
3211-AAPKX,1
5872-OEQNH,3
0308-IVGOK,0
8979-CAMGB,0
6637-KYRCV,0
1582-RAFML,0
8634-MPHTR,0
0397-GZBBC,1
4391-LNRXK,0
6323-AYBRX,0
3239-TPHPZ,0
7549-MYGPK,4
2314-TNDJQ,0
5020-ZSTTY,0
1488-SYSFC,0
9419-IPPBE,0
1843-TLSGD,0
7602-DBTOU,0
5429-LWCMV,3
4770-QAZXN,0
5845-BZZIB,0
3192-LNKRK,0
0396-UKGAI,5
2642-MAWLJ,0
1915-OAKWD,0
2189-WWOEW,0
4636-TVXVG,3
9796-MVYXX,0
2499-AJYUA,2
2215-ZAFGX,0
4419-UJMUS,0
2682-KEVRP,0
8445-DNBAE,1
1676-MQAOA,2
1133-KXCGE,3
6000-UKLWI,0
8167-GJLRN,0
0679-TDGAK,3
0320-JDNQG,0
4973-RLZVI,0
0536-ACXIP,0
3439-GVUSX,0
2429-AYKKO,0
8328-SKJNO,0
7813-ZGGAW,0
1941-HOSAM,0
7560-QJAVJ,0
7346-MEDWM,0
8587-XYZSF,0
0056-EPFBG,0
3070-FNFZQ,0
5208-FVQKB,2
3557-HTYWR,0
6227-FBDXH,0
8216-AZUUZ,0
7537-CBQUZ,0
4307-KTUMW,1
9916-AYHTC,0
5862-BRIXZ,0
5261-QSHQM,4
5380-AFSSK,0
8016-NCFVO,0
5174-ITUMV,4
5095-AESKG,0
6397-JNZZG,0
6591-QGOYB,0
6082-OQFBA,0
2272-WUSPA,0
1174-FGIFN,0
6845-RGTYS,0
2481-SBOYW,0
4957-TREIR,1
6646-JPPHA,0
2360-RDGRO,1
1768-HNVGJ,0
0868-VJRDR,0
4753-PADAS,0
9359-JANWS,5
1709-EJDOX,0
5360-XGYAZ,0
2239-JALAW,0
8512-WIWYV,0
9696-RMYBA,1
6235-VDHOM,1
9090-SGQXL,2
4745-LSPLO,0
0689-NKYLF,0
8708-XPXHZ,0
8063-GBATB,0
9496-IVVRP,0
3134-DSHVC,5
9958-MEKUC,0
7005-CCBKV,0
8626-XHBIE,1
9992-RRAMN,0
9337-SRRNI,0
3831-YCPUO,2
5630-AHZIL,0
6338-AVWCY,0
1142-WACZW,0
9885-MFVSU,0
0221-WMXNQ,0
4937-QPZPO,0
0644-OQMDK,0
5232-NXPAY,0
8189-XRIKE,0
3370-GQEAL,0
1240-HCBOH,4
0993-OSGPT,0
6497-TILVL,0
2330-PQGDQ,4
5461-QKNTN,0
9040-KZVWO,0
9084-OAYKL,0
2519-ERQOJ,0
4285-GYRQC,1
7450-NWRTR,0
6815-ABQFQ,0
0330-IVZHA,4
2788-CJQAQ,0
5442-XSDCW,0
7293-LSCDV,0
8064-RAVOH,0
5527-ACHSO,3
0584-BJQGZ,1
1522-VVDMG,0
1266-NZYUI,0
9135-MGVPY,0
7950-XWOVN,0
1910-FMXJM,1
1370-GGAWX,1
4013-GUXND,0
2034-GDRCN,0
2138-VFAPZ,0
0862-PRCBS,0
1074-WVEVG,0
6016-LVTJQ,0
5149-CUZUJ,0
5201-CBWYG,0
4671-LXRDQ,0
1020-JPQOW,0
5945-AZYHT,0
3898-GUYTS,0
2428-HYUNX,0
8944-AILEF,0
8932-CZHRQ,0
0244-LGNFY,0
2834-JKOOW,0
3646-ITDGM,0
2550-QHZGP,0
9500-IWPXQ,0
0362-ZBZWJ,0
4140-MUHUG,0
8628-MFKAX,0
5828-AVIPD,0
9231-ZJYAM,1
3680-CTHUH,1
4080-OGPJL,0
3729-OWRVL,4
4656-CAURT,0
6371-NZYEG,0
7446-KQISO,1
6439-PKTRR,0
0318-QUUOB,0
9367-OIUXP,0
7608-RGIRO,1
1264-FUHCX,0
6661-EIPZC,3
5640-CAXOA,0
6413-XKKPU,3
6725-TPKJO,0
1950-KSVVJ,3
7251-LJBQN,0
7663-CUXZB,0
5014-WUQMG,2
3621-CHYVB,0
5006-MXVRN,0
4701-AHWMW,1
3841-NFECX,3
2876-VBBBL,0
5575-TPIZQ,0
6050-FFXES,2
5295-PCJOO,3
0334-GDDSO,0
3589-PPVKW,1
3014-WJKSM,1
8999-XXGNS,5
1125-SNVCK,3
3703-TTEPD,2
7783-YKGDV,0
0641-EVBOJ,5
3190-FZATL,0
8295-FHIVV,4
5172-RKOCB,0
2228-BZDEE,1
2080-SRCDE,3
1110-KYLGQ,0
2773-OVBPK,0
1897-RCFUM,3
2378-YIZKA,0
2408-PSJVE,0
1563-IWQEX,3
9691-HKOVS,0
6352-GIGGQ,0
3259-QMXUN,0
2277-AXSDC,0
0923-PNFUB,0
8984-EYLLL,0
5074-FBGHB,0
0003-MKNFE,0
0578-SKVMF,0
2263-SFSQZ,0
8619-IJNDK,0
9154-QDGTH,0
2351-BKRZW,0
6421-SZVEM,0
7799-DSEWS,0
4349-GFQHK,0
9522-ZSINC,0
4558-CGYCZ,0
7623-HKYRK,0
0186-CAERR,2
3992-YWPKO,0
5277-ZLOOR,0
5919-VCZYM,0
9229-RQABD,0
6683-VLCTZ,0
7330-WZLNC,0
0239-OXEXL,1
8992-CEUEN,2
2904-GGUAZ,0
3550-SAHFP,0
9412-GHEEC,3
8981-FJGLA,0
8958-JPTRR,3
5624-BQSSA,0
3930-ZGWVE,1
4338-EYCER,0
8590-OHDIW,0
2432-TFSMK,0
4573-JKNAE,0
3199-XGZCY,4
3720-DBRWL,0
5533-RJFTJ,0
8414-MYSHR,5
5038-ETMLM,0
3424-NMNBO,0
9236-NDUCW,0
6633-SYEUS,0
4652-NNHNY,0
9553-DLCLU,0
8132-YPVBX,1
9244-ZVAPM,0
8573-CGOCC,0
7876-AEHIG,0
3154-HMWUU,0
6480-YAGIY,0
1548-ARAGG,0
1171-TYKUR,2
2722-JMONI,0
5985-BEHZK,0
3763-GCZHZ,0
4521-WFJAI,0
6461-PPAXN,0
2150-UWTFY,0
9818-XQCUV,0
4163-KIUHY,1
2024-BASKD,2
9904-EHEVJ,0
4853-RULSV,0
7218-HKQFK,0
3194-ORPIK,0
1760-CAZHT,0
0013-MHZWF,0
7774-OJSXI,0
4237-CLSMM,0
9206-GVPEQ,0
6121-VZNQB,0
5641-DMBFJ,0
0324-BRPCJ,0
5708-EVONK,0
7024-OHCCK,0
5183-KLYEM,0
3397-AVTKU,0
3580-GICBM,2
3441-CGZJH,2
9150-KPBJQ,3
5135-RDDQL,0
5600-PDUJF,0
2027-OAQQC,0
0488-GSLFR,4
9089-UOWJG,0
5057-RKGLH,0
9052-VKDUW,3
4116-IQRFR,0
0253-ZTEOB,0
2575-GFSOE,1
8356-WUAOJ,0
6773-LQTVT,3
0679-IDSTG,0
6616-AALSR,3
2958-NHPPS,0
9057-SIHCH,0
4176-RELJR,0
0621-TSSMU,0
9481-IEBZY,0
7879-CGSFV,2
4397-FRLTA,5
8286-AFUYI,0
9897-KXHCM,0
1336-EZFZY,0
6734-JDTTV,2
5997-OPVFA,0
3384-CTMSF,0
9945-PSVIP,4
7363-QTBIW,2
3870-SPZSI,1
4625-EWPTF,0
0409-WTMPL,1
4801-KFYKL,0
7905-NJMXS,0
0268-QKIWO,4
0818-OCPZO,0
3402-XRIUO,0
1389-WNUIB,0
2672-OJQZP,0
3757-NJYBX,0
8433-WXGNA,0
0580-PIQHM,0
7927-AUXBZ,0
2817-LVCPP,0
3777-XROBG,0
4367-NHWMM,0
2690-DVRVK,1
3097-NNSPB,0
2082-OJVTK,1
6086-ESGRL,4
8988-ECPJR,0
3234-VKACU,0
9494-MRNYX,0
5743-KHMNA,0
6082-GLJIX,0
5981-ITEMU,0
4636-OLWOE,0
5087-SUURX,0
3668-QPYBK,0
4312-GVYNH,0
2886-KEFUM,0
0281-CNTZX,0
8089-UZWLX,0
1074-AMIOH,0
4138-NAXED,4
2684-EIWEO,0
0723-DRCLG,0
9629-NHXFW,1
0083-PIVIK,4
1867-TJHTS,0
1468-DEFNC,0
8388-FYNPZ,1
6848-YLDFR,0
5553-AOINX,1
3617-XLSGQ,0
1513-XNPPH,0
2025-JKFWI,0
1166-PQLGG,0
8410-BGQXN,3
1834-ABKHQ,0
9050-QLROH,1
8434-VGEQQ,0
1228-ZLNBX,0
0388-EOPEX,0
4952-YSOGZ,0
6617-WLBQC,0
5480-TBGPH,5
4813-HQMGZ,0
0343-QLUZP,0
7094-MSZAO,0
6175-IRFIT,0
1320-GVNHT,0
1541-ETJZO,0
3138-BKYAV,0
5287-QWLKY,0
0530-IJVDB,0
1915-IOFGU,0
6894-LFHLY,1
9513-DXHDA,0
1087-GRUYI,4
4701-MLJPN,0
7409-JURKQ,0
7279-NMVJC,0
2091-GPPIQ,0
1397-XKKWR,2
3494-JCHRQ,0
5883-GTGVD,0
3174-RKMOW,0
9281-CEDRU,0
7976-CICYS,0
8819-IMISP,1
7080-TNUWP,0
9530-GRMJG,0
4112-LUEIZ,0
0308-GIQJT,0
7130-CTCUS,0
1219-NNDDO,0
5821-MMEIL,0
1614-JBEBI,0
2676-SSLTO,0
9708-HPXWZ,0
7269-JISCY,2
7337-CINUD,0
3605-JISKB,0
6479-SZPLM,0
4597-ELFTS,0
2150-WLKUW,0
4737-AQCPU,0
5130-IEKQT,1
0895-UADGO,0
3276-HDUEG,2
7892-QVYKW,0
4322-RCYMT,0
3457-PQBYH,4
5857-XRECV,0
6229-LSCKB,0
6985-HAYWX,0
5186-SAMNZ,3
1936-CZAKF,0
3323-CPBWR,0
6345-FZOQH,1
6010-DDPPW,0
0040-HALCW,3
3058-HJCUY,0
7740-KKCXF,0
3016-KSVCP,0
4686-GEFRM,1
2267-WTPYD,0
