Customer ID,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue
6286-ZHAOK,Q3,No,0.0,55.0,Offer B,Yes,8.93,Yes,Yes,Fiber Optic,21.0,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.8,2280.673463749304,0.0,0.0,491.15,6108.9
7363-QTBIW,Q3,Yes,0.0,32.0,None,Yes,2.08,No,Yes,Fiber Optic,24.98950058985963,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,80.3,2483.05,0.0,0.0,66.56,2549.61
1589-AGTLK,Q3,No,0.0,66.0,None,Yes,45.59,Yes,Yes,Fiber Optic,24.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,80.45,5224.35,0.0,140.0,3008.94,8373.29
0958-YHXGP,Q3,Yes,1.0,6.0,None,Yes,40.44,No,Yes,Fiber Optic,25.0,No,Yes,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.2,519.15,0.0,0.0,242.64,761.79
9933-QRGTX,Q3,No,0.0,4.0,None,Yes,22.905796402744297,Yes,Yes,Fiber Optic,4.0,No,No,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,88.85,372.45,0.0,0.0,51.44,423.89
2080-SRCDE,Q3,No,0.0,3.0,None,No,22.905796402744297,No,Yes,DSL,30.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,25.3,77.75,0.0,0.0,0.0,77.75
9993-LHIEB,,No,0.0,8.0,None,Yes,43.98,Yes,Yes,Fiber Optic,27.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,64.59322269608752,780.5,0.0,0.0,351.84,1132.34
6993-YCOBK,Q3,Yes,0.0,3.0,None,Yes,41.3,Yes,Yes,Fiber Optic,2.0,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,105.9,334.65,0.0,0.0,123.9,3044.4410773224554
4927-WWOOZ,Q3,Yes,1.0,43.0,Offer B,Yes,17.43,Yes,Yes,Fiber Optic,24.98950058985963,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,103.0,2280.6734637493046,0.0,0.0,749.49,5163.79
9150-KPBJQ,Q3,No,0.0,13.0,None,Yes,4.45,Yes,Yes,Fiber Optic,25.0,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,82.0,1127.2,0.0,0.0,57.85,1185.05
5895-QSXOD,Q3,Yes,0.0,27.0,None,Yes,45.82,No,Yes,Fiber Optic,13.0,Yes,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,101.25,2754.45,0.0,0.0,1237.14,3991.59
0347-UBKUZ,Q3,No,0.0,22.0,None,Yes,5.09,Yes,Yes,Fiber Optic,23.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,74.4,1692.6,0.0,0.0,111.98,3044.441077322455
2495-KZNFB,Q3,No,0.0,56.0,None,Yes,19.46,Yes,Yes,Fiber Optic,28.0,No,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,111.95,6418.9,0.0,0.0,1089.76,7508.66
0148-DCDOS,Q3,No,0.0,16.0,None,Yes,0.0,No,Yes,Fiber Optic,24.0,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Mailed Check,39.0,679.85,0.0,0.0,750.3808752086037,679.85
4683-WYDOU,,Yes,0.0,50.0,Offer B,Yes,37.12,No,Yes,Fiber Optic,4.0,No,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,64.59322269608752,4367.35,0.0,100.0,1856.0,6323.35
3387-PLKUI,,No,0.0,3.0,None,Yes,23.82,Yes,Yes,Fiber Optic,30.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.05,256.25,0.0,0.0,71.46000000000001,327.71000000000004
6348-SNFUS,,Yes,1.0,1.0,None,Yes,31.27,Yes,Yes,Fiber Optic,11.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,74.45,74.45,0.0,10.0,750.3808752086037,115.72
5687-DKDTV,Q3,No,0.0,1.0,None,Yes,8.35,Yes,Yes,None,23.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.75,75.75,0.0,0.0,8.35,3044.4410773224554
0584-BJQGZ,Q3,No,0.0,4.0,None,Yes,10.61,Yes,Yes,Fiber Optic,8.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,74.4,306.6,0.0,20.0,42.44,369.04
0508-OOLTO,Q3,Yes,3.0,71.0,None,Yes,47.02,Yes,Yes,Fiber Optic,12.0,Yes,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,96.35,6766.95,0.0,0.0,3338.42,10105.37
1024-GUALD,Q3,Yes,10.0,2.0,Offer E,Yes,33.1,No,Yes,Fiber Optic,11.0,No,No,Yes,No,Yes,Yes,No,No,One Year,Yes,Credit Card,95.5,181.65,0.0,10.0,66.2,257.85
5039-LZRQT,Q3,No,0.0,1.0,Offer E,Yes,11.89,No,Yes,DSL,12.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45.25,45.25,0.0,0.0,11.89,57.14
7216-KAOID,,Yes,9.0,1.0,None,Yes,30.6,Yes,Yes,DSL,2.0,Yes,No,No,No,Yes,No,No,Yes,One Year,Yes,Credit Card,69.5,1752.65,0.0,0.0,765.0,2517.65
2996-XAUVF,Q3,Yes,9.0,60.0,Offer B,Yes,48.9,No,Yes,Cable,16.0,Yes,Yes,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.85,4456.35,0.0,0.0,750.3808752086037,7390.35
1955-IBMMB,Q3,Yes,3.0,66.0,None,Yes,21.79,Yes,Yes,Fiber Optic,9.0,No,Yes,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,108.45,7076.35,0.0,6.288164665523155,1438.14,8514.49
9356-AXGMP,Q3,Yes,9.0,64.0,None,Yes,16.33,Yes,Yes,Fiber Optic,10.0,Yes,No,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,111.6,7099.0,0.0,0.0,1045.12,8144.12
9796-MVYXX,Q3,No,0.0,56.0,None,Yes,47.13,No,Yes,Fiber Optic,29.0,Yes,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,110.5,6139.5,0.0,0.0,2639.28,3044.4410773224554
6923-AQONU,Q3,No,0.0,1.0,None,Yes,27.65,No,Yes,None,2.0,No,No,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,74.7,2280.673463749305,0.0,0.0,27.65,102.35
1063-DHQJF,Q3,No,0.0,66.0,None,Yes,0.0,No,Yes,Cable,9.0,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45.55,3027.25,0.0,0.0,0.0,3027.25
2823-LKABH,,No,0.0,71.0,None,No,22.905796402744297,No,Yes,DSL,27.48084677419355,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,56.45,3985.35,0.0,0.0,0.0,3985.35
4826-XTSOH,Q3,Yes,0.0,72.0,None,Yes,22.905796402744297,Yes,Yes,DSL,6.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,88.05,6425.65,0.0,0.0,1474.56,7900.209999999999
5204-HMGYF,Q3,Yes,7.0,71.0,Offer A,Yes,30.72,Yes,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,23.95,1756.2,0.0,0.0,750.3808752086037,3937.32
9819-FBNSV,Q3,Yes,1.0,23.0,None,Yes,42.59,Yes,Yes,Fiber Optic,2.0,No,No,No,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,86.8,1975.85,0.0,0.0,979.57,2955.42
5855-EIBDE,,Yes,2.0,65.0,None,Yes,22.905796402744297,No,Yes,Fiber Optic,25.0,Yes,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,94.4,6126.15,0.0,0.0,2490.8,3044.441077322455
7295-JOMMD,Q3,No,0.0,13.0,None,Yes,10.51,No,Yes,DSL,20.0,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,54.8,731.3,0.0,6.288164665523157,136.63,867.93
1704-NRWYE,Q3,No,0.0,1.0,Offer E,Yes,36.4,No,Yes,Fiber Optic,29.0,No,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,75.35,273.4,0.0,0.0,145.6,419.0
7026-YMSBE,,Yes,5.0,29.0,None,No,0.0,No,Yes,Cable,23.0,No,No,Yes,No,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,45.0,1228.65,0.0,0.0,0.0,3044.4410773224554
2925-MXLSX,,Yes,1.0,1.0,None,Yes,36.66,Yes,Yes,Fiber Optic,9.0,No,Yes,No,No,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,89.85,4925.35,0.0,0.0,2089.62,7014.97
0564-JJHGS,Q3,No,0.0,1.0,None,Yes,7.95,No,Yes,Fiber Optic,12.0,Yes,Yes,No,Yes,No,Yes,No,No,Month-to-Month,Yes,Mailed Check,105.0,2280.6734637493046,0.0,20.0,151.05,2178.3
7369-TRPFD,Q3,Yes,3.0,1.0,None,Yes,22.905796402744297,Yes,Yes,Fiber Optic,24.99105460159846,No,Yes,No,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,107.05,2280.6734637493046,0.0,0.0,551.1999999999999,3044.4410773224554
9026-LHEVG,Q3,Yes,5.0,21.0,None,Yes,42.95,No,Yes,DSL,27.480846774193548,Yes,Yes,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,64.95,1339.8,0.0,0.0,901.95,2241.75
3486-NPGST,Q3,No,0.0,6.0,Offer E,Yes,22.905796402744297,No,Yes,Fiber Optic,19.0,No,No,No,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,89.35,567.8,0.0,0.0,48.36,3044.441077322455
3207-OYBWH,Q3,Yes,4.0,35.0,None,Yes,2.12,Yes,Yes,Fiber Optic,3.0,No,No,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,100.8,3437.5,0.0,0.0,74.2,3511.7
7449-HVPIV,Q3,Yes,9.0,1.0,None,Yes,28.3,Yes,Yes,Fiber Optic,27.0,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,101.15,3741.85,0.0,0.0,1075.4,4817.25
8280-MQRQN,Q3,No,0.0,5.0,Offer E,Yes,9.56,No,Yes,Fiber Optic,13.0,No,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,69.35,341.6,0.0,0.0,47.8,389.4
9305-CDSKC,Q3,Yes,3.0,28.0,None,No,22.9057964027443,No,Yes,DSL,27.480846774193548,No,No,No,No,Yes,No,No,No,One Year,Yes,Bank Withdrawal,35.9,973.65,0.0,40.0,0.0,3044.4410773224554
4565-EVZMJ,Q3,No,0.0,17.0,Offer D,Yes,1.06,Yes,Yes,Fiber Optic,24.980791576840783,No,No,Yes,No,No,No,No,Yes,One Year,Yes,Credit Card,82.65,1470.05,0.0,0.0,750.3808752086037,3044.441077322455
5519-NPHVG,,No,0.0,32.0,None,Yes,22.905796402744297,No,Yes,DSL,14.0,No,Yes,No,No,No,No,No,No,One Year,No,Bank Withdrawal,54.65,1830.1,0.0,10.0,637.44,2477.54
4456-RHSNB,Q3,No,0.0,1.0,Offer E,Yes,7.77,Yes,Yes,None,22.0,No,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,64.59322269608751,72.1,0.0,0.0,7.77,3044.441077322455
4488-PSYCG,Q3,Yes,9.0,64.0,None,Yes,3.76,No,Yes,Fiber Optic,11.0,Yes,Yes,Yes,No,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,97.0,6430.9,0.0,0.0,240.64,6671.54
5981-ZVXOT,Q3,No,0.0,1.0,Offer D,Yes,9.72,Yes,Yes,DSL,29.0,No,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,64.59322269608751,889.0,0.0,0.0,155.52,1044.52
4094-NSEDU,Q3,Yes,1.0,72.0,Offer A,No,22.905796402744297,No,Yes,DSL,24.0,Yes,No,Yes,Yes,No,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,64.8,4732.35,0.0,0.0,0.0,3044.4410773224554
2252-JHJGE,Q3,Yes,5.0,27.0,None,Yes,33.57,No,Yes,DSL,21.0,No,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,84.8,2309.55,0.0,0.0,906.39,3215.94
1098-KFQEC,Q3,No,0.0,2.0,Offer E,Yes,23.91,No,Yes,Cable,28.219465648854964,No,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,44.3,89.3,0.0,0.0,750.3808752086037,137.12
6702-OHFWR,Q3,Yes,0.0,42.0,None,Yes,42.29,No,Yes,Fiber Optic,10.0,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,95.05,3944.5,0.0,6.288164665523156,1776.18,5820.68
1409-PHXTF,,Yes,7.0,1.0,None,Yes,25.15,Yes,Yes,Fiber Optic,20.0,Yes,No,No,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,109.9,3694.7,0.0,0.0,829.9499999999999,4524.65
0486-LGCCH,Q3,No,0.0,33.0,Offer C,No,0.0,No,Yes,Cable,28.21946564885496,No,No,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,54.6,1803.7,0.0,0.0,0.0,1803.7
5777-ZPQNC,Q3,Yes,10.0,48.0,None,Yes,12.6,No,Yes,Fiber Optic,24.980791576840783,No,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,70.65,3545.05,0.0,0.0,604.8,4149.85
6425-JWTDV,Q3,Yes,5.0,55.0,None,Yes,22.905796402744297,Yes,Yes,Cable,29.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,51.65,2838.55,0.0,0.0,1624.15,4462.700000000001
7563-BIUPC,Q3,Yes,4.0,1.0,None,Yes,29.15,Yes,Yes,Fiber Optic,9.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,105.1,2280.6734637493046,0.0,0.0,1515.8,6892.2
3992-YWPKO,Q3,No,0.0,49.0,None,Yes,24.84,Yes,Yes,Fiber Optic,14.0,Yes,No,No,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,101.55,5070.4,0.0,0.0,1217.16,6287.56
0374-AACSZ,Q3,No,0.0,22.0,Offer D,Yes,49.98,No,Yes,DSL,28.0,Yes,No,Yes,Yes,No,No,Yes,Yes,One Year,Yes,Mailed Check,69.75,1545.4,0.0,0.0,1099.56,2644.96
9800-ONTFE,Q3,No,5.0,72.0,Offer A,Yes,21.37,Yes,Yes,Fiber Optic,13.0,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,116.05,8404.9,0.0,120.0,1538.64,10063.54
9741-YLNTD,Q3,Yes,2.0,64.0,None,Yes,20.19,Yes,Yes,Fiber Optic,8.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,102.1,6538.45,0.0,0.0,1292.16,7830.61
3131-NWVFJ,Q3,No,0.0,17.0,Offer D,Yes,24.15,No,No,None,0.0,No,No,No,No,No,No,No,No,One Year,Yes,Mailed Check,20.65,330.6,0.0,0.0,410.55,741.15
3230-IUALN,,Yes,6.0,35.0,None,Yes,14.19,No,Yes,DSL,17.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,76.05,2747.2,0.0,0.0,496.65,3044.441077322455
5989-PGKJB,Q3,No,0.0,20.0,None,Yes,23.18,No,Yes,Fiber Optic,21.0,No,No,No,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,81.45,1671.6,0.0,0.0,463.6,2135.2
6344-SFJVH,,Yes,9.0,61.0,None,Yes,34.24,Yes,Yes,DSL,20.0,No,Yes,No,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,64.59322269608752,3902.6,0.0,0.0,2088.6400000000003,5991.24
6516-NKQBO,Q3,Yes,4.0,71.0,Offer A,Yes,43.99,Yes,Yes,Fiber Optic,17.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.7,5676.0,0.0,0.0,3123.29,3044.4410773224554
4130-MZLCC,Q3,Yes,0.0,20.0,None,Yes,32.54,No,Yes,Fiber Optic,5.0,Yes,No,Yes,Yes,No,Yes,No,Yes,One Year,No,Credit Card,94.3,1818.3,0.0,0.0,650.8,3044.4410773224554
7971-HLVXI,Q3,No,1.0,1.0,Offer E,Yes,22.905796402744297,No,Yes,Fiber Optic,23.0,No,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,70.05,302.6,0.0,0.0,27.1,3044.441077322455
7493-TPUWZ,Q3,Yes,1.0,29.0,Offer C,Yes,22.905796402744297,Yes,Yes,DSL,27.480846774193548,No,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,64.59322269608752,1442.0,0.0,0.0,750.3808752086037,2533.85
2346-DJQTB,Q3,Yes,1.0,72.0,Offer A,Yes,30.78,Yes,Yes,Fiber Optic,17.0,Yes,Yes,Yes,No,No,Yes,No,No,Two Year,Yes,Credit Card,64.59322269608751,2280.6734637493046,0.0,110.0,750.3808752086037,10725.31
9025-ZRPVR,Q3,No,0.0,56.0,None,Yes,17.33,No,Yes,Fiber Optic,16.0,No,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,99.9,2280.6734637493046,0.0,0.0,970.48,6676.78
4390-KYULV,Q3,No,0.0,68.0,Offer A,Yes,32.11,Yes,Yes,Fiber Optic,24.977735921713318,No,No,Yes,Yes,Yes,Yes,No,No,One Year,Yes,Credit Card,107.15,7379.8,0.0,50.0,2183.48,9613.28
0487-VVUVK,Q3,Yes,9.0,1.0,None,Yes,14.49,Yes,Yes,Fiber Optic,17.0,Yes,Yes,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,101.9,5265.5,0.0,0.0,724.5,5990.0
7089-RKVSZ,Q3,No,0.0,47.0,None,Yes,14.78,Yes,Yes,DSL,10.0,No,Yes,No,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,59.6,2754.0,0.0,0.0,694.66,3448.66
0019-EFAEP,Q3,Yes,3.0,35.0,Offer C,Yes,20.44,Yes,Yes,Fiber Optic,18.0,Yes,Yes,No,No,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,94.55,3365.4,0.0,0.0,715.4000000000001,4080.8
6016-LVTJQ,Q3,No,0.0,44.0,None,Yes,22.905796402744297,Yes,Yes,Fiber Optic,2.0,Yes,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Credit Card,109.8,2280.6734637493046,0.0,0.0,2189.0,7049.35
3757-NJYBX,Q3,No,0.0,66.0,Offer A,Yes,11.63,Yes,Yes,Fiber Optic,5.0,No,No,Yes,Yes,Yes,Yes,No,No,One Year,Yes,Credit Card,102.85,6976.75,0.0,60.0,767.58,7804.33
4020-KIUDI,Q3,Yes,1.0,10.0,None,No,0.0,No,Yes,Cable,28.219465648854964,No,No,No,No,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,34.55,2280.6734637493046,0.0,0.0,0.0,362.6
9508-ILZDG,Q3,No,7.0,66.0,Offer A,Yes,25.51,Yes,Yes,Fiber Optic,15.0,No,Yes,Yes,No,Yes,Yes,No,Yes,One Year,No,Credit Card,64.59322269608751,6819.45,0.0,0.0,750.3808752086037,8503.11
9548-LIGTA,Q3,No,0.0,72.0,Offer A,Yes,22.905796402744297,Yes,Yes,Fiber Optic,24.965970567938758,No,Yes,Yes,No,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,64.59322269608752,7943.45,0.0,0.0,3226.32,3044.4410773224554
5232-NXPAY,Q3,No,0.0,1.0,None,Yes,47.72,No,Yes,Fiber Optic,21.0,No,Yes,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,89.85,4287.2,0.0,0.0,2338.28,6625.48
2691-NZETQ,Q3,No,0.0,1.0,Offer C,Yes,22.905796402744297,No,Yes,Fiber Optic,13.0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,70.0,1732.6,0.0,140.0,761.52,2634.12
2716-GFZOR,Q3,No,0.0,65.0,None,Yes,22.905796402744297,No,Yes,Fiber Optic,27.0,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,110.35,7246.15,0.0,0.0,2874.95,10121.1
2348-KCJLT,Q3,No,0.0,40.0,None,Yes,22.905796402744297,Yes,Yes,Fiber Optic,24.0,No,No,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Credit Card,103.75,4188.4,0.0,0.0,1141.6,5330.0
9548-LERKT,Q3,No,0.0,22.0,None,Yes,34.39,No,No,None,0.0,No,No,No,No,No,No,No,Yes,One Year,Yes,Credit Card,20.05,417.0,0.0,0.0,756.58,1173.58
3399-BMLVW,Q3,Yes,1.0,47.0,None,Yes,42.29,No,Yes,Fiber Optic,22.0,No,Yes,No,No,Yes,No,No,No,One Year,Yes,Bank Withdrawal,64.59322269608752,4018.05,0.0,6.288164665523156,1987.63,3044.4410773224554
4385-ZKVNW,,No,0.0,27.0,Offer C,Yes,34.39,Yes,Yes,Fiber Optic,19.0,No,Yes,No,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,104.65,2964.0,0.0,0.0,928.53,3892.53
4584-LBNMK,,Yes,7.0,68.0,Offer A,Yes,34.31,Yes,Yes,Fiber Optic,15.0,No,No,No,No,No,No,No,Yes,One Year,Yes,Credit Card,80.35,5589.3,0.0,0.0,2333.08,7922.38
8464-EETCQ,,No,0.0,42.0,None,Yes,13.51,Yes,Yes,Fiber Optic,24.96597056793876,No,Yes,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,79.35,3344.1,0.0,0.0,567.42,3911.52
2274-XUATA,Q3,No,0.0,72.0,Offer A,Yes,48.51,Yes,Yes,Cable,17.0,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,89.85,6697.35,0.0,0.0,3492.72,10190.07
4919-MOAVT,Q3,Yes,8.0,72.0,Offer A,Yes,15.85,No,Yes,Fiber Optic,2.0,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,110.8,2280.6734637493046,0.0,0.0,1141.2,9023.45
9220-ZNKJI,Q3,Yes,3.0,72.0,Offer A,Yes,21.38,Yes,Yes,Fiber Optic,2.0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,114.95,8196.4,0.0,0.0,1539.36,9735.76
2108-GLPQB,Q3,No,0.0,3.0,Offer E,Yes,41.44,No,Yes,Fiber Optic,24.96597056793876,No,No,Yes,No,No,No,No,No,One Year,No,Credit Card,75.05,2280.6734637493046,5.49,10.0,124.32,3044.441077322455
8089-UZWLX,Q3,No,0.0,70.0,Offer A,Yes,16.87,Yes,Yes,Fiber Optic,3.0,No,No,No,No,No,No,No,Yes,Two Year,Yes,Credit Card,75.65,5411.4,25.67,0.0,1180.9,6566.629999999999
0601-WZHJF,,No,0.0,5.0,Offer E,Yes,30.14,No,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,20.05,94.15,0.0,0.0,150.7,244.85
4396-KLSEH,Q3,No,0.0,7.0,Offer E,Yes,26.29,No,Yes,Fiber Optic,20.0,No,No,Yes,No,Yes,No,No,No,One Year,Yes,Bank Withdrawal,84.35,609.65,29.17,6.288164665523156,184.03,774.51
3108-PCCGG,Q3,No,0.0,27.0,None,Yes,35.76,Yes,Yes,Fiber Optic,4.0,Yes,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,110.5,2857.6,0.0,0.0,965.52,3823.12
5099-BAILX,Q3,No,0.0,32.0,None,Yes,1.12,Yes,Yes,Fiber Optic,5.0,No,No,Yes,No,No,No,No,Yes,One Year,Yes,Credit Card,81.1,2280.6734637493046,19.25,0.0,35.84,3044.4410773224554
2929-ERCFZ,Q3,No,0.0,15.0,None,Yes,1.67,Yes,Yes,Fiber Optic,21.0,No,No,No,No,Yes,No,No,Yes,One Year,No,Credit Card,89.0,1288.3,45.69,0.0,25.05,3044.441077322455
6260-XLACS,Q3,No,0.0,23.0,None,Yes,17.62,No,Yes,Fiber Optic,25.0,Yes,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,64.59322269608751,1643.55,0.0,80.0,750.3808752086036,2128.81
5173-WXOQV,,No,0.0,22.0,None,Yes,23.43,No,Yes,Fiber Optic,22.0,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,81.7,1820.9,29.88,0.0,515.46,2306.48
1024-VRZHF,Q3,Yes,10.0,7.0,Offer E,No,0.0,No,Yes,Fiber Optic,13.0,Yes,No,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,29.8,2280.6734637493046,11.83,0.0,0.0,208.62
2253-KPMNB,Q3,Yes,9.0,8.0,Offer E,Yes,22.4,No,Yes,DSL,27.480846774193548,Yes,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,60.9,551.95,0.0,0.0,179.2,714.5699999999999
7786-WBJYI,Q3,No,0.0,56.0,None,Yes,37.3,Yes,Yes,DSL,8.0,Yes,No,Yes,Yes,No,Yes,No,Yes,Two Year,No,Bank Withdrawal,73.25,2280.673463749304,17.16,0.0,2088.8,3044.4410773224554
6369-MCAKO,Q3,No,1.0,53.0,None,Yes,22.905796402744297,Yes,Yes,Fiber Optic,12.0,No,No,No,No,Yes,No,No,Yes,One Year,Yes,Credit Card,95.85,5016.25,18.85,0.0,1594.77,3044.4410773224554
9732-KPKBW,,Yes,2.0,23.0,None,Yes,22.905796402744297,No,No,None,0.0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,20.75,2280.6734637493046,37.64,0.0,1054.09,3044.441077322455
5307-UVGNB,Q3,No,0.0,5.0,Offer E,Yes,22.905796402744297,No,Yes,Fiber Optic,4.0,No,Yes,No,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,84.7,392.5,41.2,0.0,750.3808752086037,422.4
4097-YODCF,Q3,Yes,0.0,45.0,None,Yes,22.905796402744297,No,Yes,Fiber Optic,24.0,No,No,Yes,No,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,86.1,2280.6734637493046,12.19,0.0,1838.25,5687.51
6804-GDMOI,Q3,Yes,2.0,60.0,None,Yes,24.62,No,Yes,Fiber Optic,30.0,Yes,No,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,110.0,6668.35,0.0,0.0,750.3808752086037,8145.55
8512-WIWYV,Q3,No,0.0,20.0,None,Yes,22.31,No,Yes,DSL,21.0,Yes,No,No,Yes,No,No,No,Yes,One Year,No,Credit Card,54.0,1055.9,0.0,0.0,446.2,1502.1
